ID,Name,Author,Publisher,Publishing_Date,Format,Pages,Rating
1938,"Assassin's Quest (The Farseer Trilogy, Book 3)",Robin Hobb,Bantam Books,1998-1-5,Hardcover,757.0,4.4
1939,The Lies of Locke Lamora (Gentleman Bastards),Scott Lynch,Del Rey,2007-6-26,Paperback,736.0,4.4
1940,A Memory of Light (Wheel of Time),Robert Jordan,Tor Fantasy,2013-12-31,Hardcover,1168.0,4.6
1941,The Alloy of Law: A Mistborn Novel,Brandon Sanderson,Tor Fantasy,2012-10-30,Paperback,416.0,4.5
1942,Kings of the Wyld (The Band),Nicholas Eames,Orbit,2017-2-21,Paperback,544.0,4.7
1943,Exile (The Legend of Drizzt),R.A. Salvatore,Wizards of the Coast,2006-3-7,Paperback,384.0,4.7
1944,Star Wars: Tarkin,James Luceno,Del Rey,2015-6-30,Paperback,352.0,4.2
1945,In the Shadow of the Gods: A Bound Gods Novel,Rachel Dunne,Harper Voyager,2016-6-21,Paperback,400.0,4.3
1946,Hounded (Iron Druid Chronicles),Kevin Hearne,Del Rey,2011-5-3,Paperback,320.0,4.5
1947,"Moon Called (Mercy Thompson, Book 1)",Patricia Briggs,Ace,2006-1-31,Kindle,304.0,4.6
1948,Arm of the Sphinx (The Books of Babel),Josiah Bancroft,Orbit,2018-3-13,Kindle,448.0,4.8
1949,Monster Hunter Siege,Larry Correia,Baen,2018-4-24,Kindle,512.0,4.6
1950,Stardust,Neil Gaiman,HarperCollins,2008-12-23,Hardcover,288.0,4.4
1951,Red Seas Under Red Skies (Gentleman Bastards),Scott Lynch,Bantam Spectra,2008-7-29,Paperback,760.0,4.3
1952,"The Well of Ascension (Mistborn, Book 2)",Brandon Sanderson,Tor Fantasy,2008-6-3,Kindle,796.0,4.4
1953,Equal Rites (Discworld),Terry Pratchett,Harper,2013-1-29,Hardcover,272.0,4.6
1954,The Sword of Shannara,Terry Brooks,Del Rey,1983-7-12,Kindle,736.0,3.9
1955,By the Light of the Moon: A Novel,Dean Koontz,Bantam,2012-5-29,Paperback,480.0,4.1
1956,Under a Vampire Moon: An Argeneau Novel (Argeneau Vampire),Lynsay Sands,Avon,2012-4-24,Paperback,384.0,4.4
1957,"Sacred Evil (Krewe of Hunters, Book 3)",Heather Graham,MIRA,2011-7-26,Kindle,384.0,4.4
1958,A Witch in Time: A Wicked Witches of the Midwest Fantasy,Amanda M. Lee,CreateSpace Independent Publishing Platform,2016-8-1,Paperback,232.0,4.7
1959,The Princess Who Believed in Fairy Tales: A Story for Modern Times,Marcia Grad,Wilshire Book Co,1995-4-1,Kindle,202.0,4.4
1960,The Renegade Hunter: A Rogue Hunter Novel (Argeneau Vampire),Lynsay Sands,Avon,2009-9-29,Kindle,384.0,4.4
1961,The Raptor & the Wren (Miriam Black),Chuck Wendig,Saga Press,2018-1-23,Kindle,288.0,4.3
1962,Shatter (Joseph O'Loughlin),Michael Robotham,Mulholland Books,2012-1-26,Paperback,496.0,4.4
1963,"An Ice Cold Grave (Harper Connelly Mysteries, No. 3)",Charlaine Harris,Berkley,2008-10-7,Hardcover,288.0,4.3
1964,Sole Survivor: A Novel,Dean Koontz,Bantam,2012-7-31,Hardcover,416.0,3.9
1965,Borrowed Crime (A Bookmobile Cat Mystery),Laurie Cass,Berkley,2015-3-3,Paperback,352.0,4.7
1966,The Peculiar Case of Agnes Astor Smith (The Chronicles of Agnes Astor Smith),Constance Barker,Independently published,2018-2-6,Hardcover,215.0,4.2
1967,Life Expectancy: A Novel,Dean Koontz,Bantam,2012-5-29,Kindle,496.0,4.4
1968,"The Familiar, Volume 1: One Rainy Day in May",Mark Z. Danielewski,Pantheon,2015-5-12,Kindle,880.0,3.9
1969,Cat Raise the Dead: A Joe Grey Mystery (Joe Grey Mystery Series),Shirley Rousseau Murphy,Avon,1999-12-9,Paperback,304.0,4.6
1970,Diary: A Novel,Chuck Palahniuk,Anchor,2004-9-14,Paperback,272.0,3.8
1971,Influx,Daniel Suarez,Dutton,2015-2-3,Paperback,528.0,4.3
1972,Una novela criminal. Premio Alfaguara de novela 2018 / A Criminal Novel (Spanish Edition),Jorge Volpi,Alfaguara,2018-4-24,Kindle,,
1973,The Bite Before Christmas,Lynsay Sands,Avon,2012-0-0,Paperback,368.0,4.3
1974,"Skin Trade: An Anita Blake, Vampire Hunter Novel",Laurell K. Hamilton,Berkley,2010-5-25,Hardcover,560.0,3.9
1975,Normal: A Novel,Warren Ellis,FSG Originals,2016-11-29,Kindle,160.0,4.1
1976,The Martian Chronicles,Ray Bradbury,Harper Perennial Modern Classics,2011-10-11,Paperback,288.0,4.4
1977,The Einstein Prophecy,Robert Masello,47North,2015-8-1,Paperback,326.0,3.8
1978,Great North Road,Peter F. Hamilton,Del Rey,2013-12-31,Hardcover,944.0,4.3
1979,The Last Kiss Goodbye: A Novel (Dr. Charlotte Stone),Karen Robards,Ballantine Books,2014-7-29,Hardcover,400.0,4.3
1980,El Prisionero del Cielo (Spanish Edition),Carlos Ruiz Zafon,Vintage Espanol,2012-5-15,Paperback,384.0,4.5
1981,Egg Drop Dead (A Cackleberry Club Mystery),Laura Childs,Berkley,2017-12-5,Kindle,336.0,4.5
1982,Dragon Fate: Book Six of The Age of Fire,E.E. Knight,Ace,2013-2-5,Paperback,384.0,3.5
1983,Brunswick Gardens: A Charlotte and Thomas Pitt Novel,Anne Perry,Ballantine Books,2011-7-26,Paperback,400.0,4.0
1984,A Long December,Richard Chizmar,Edge Book,2017-8-15,Kindle,519.0,4.6
1985,The Girl of the Sea of Cortez: A Novel,Peter Benchley,Ballantine Books,2013-8-20,Kindle,256.0,4.4
1986,The Cat Who Knew Shakespeare,Lilian Jackson Braun,Berkley,1988-6-1,Paperback,256.0,4.5
1987,Seized: An Urban Fantasy Novel (The Thrice Cursed Mage) (Volume 4),J. A. Cipriano,CreateSpace Independent Publishing Platform,2016-6-2,Paperback,200.0,4.8
1988,Charms and Chocolate Chips: A Magical Bakery Mystery,Bailey Cates,Berkley,2013-11-5,Kindle,336.0,4.5
1989,Thirty-Three Teeth (A Dr. Siri Paiboun Mystery),Colin Cotterill,Soho Crime,2006-8-1,Kindle,238.0,4.4
1990,The Icarus Girl,Helen Oyeyemi,Anchor,2006-4-11,Hardcover,352.0,3.8
1991,The Witches of Eastwick,John Updike,Ballantine,1996-8-27,Paperback,306.0,3.2
1992,Modern Classics Story of the Eye (Penguin Classics),George Bataille,Penguin Classic,2014-4-29,Paperback,128.0,3.5
1993,The Reapers Are the Angels: A Novel,Alden Bell,Holt Paperbacks,2010-8-3,Kindle,225.0,4.4
1994,Robots and Empire,Isaac Asimov,Voyager,1986-8-28,Kindle,512.0,4.3
1995,Dracula (Oxford World's Classics),Bram Stoker,Oxford University Press,2011-2-11,Paperback,448.0,4.4
1996,Year Zero: A Novel,Rob Reid,Del Rey,2013-4-30,Hardcover,384.0,4.1
1997,Sons of Thunder: A Novel (Raven: Book 2),Giles Kristian,Bantam,2012-9-25,Kindle,416.0,4.5
1998,Old Haunts (A Haunted Guesthouse Mystery),E.J. Copperman,Berkley,2012-2-7,Kindle,304.0,4.6
1999,"The Girl, the Gold Watch & Everything: A Novel",John D. MacDonald,Random House Trade Paperbacks,2014-4-8,Kindle,288.0,4.4
2000,The Lady Is a Vamp: An Argeneau Novel,Lynsay Sands,Avon,2012-7-31,Kindle,384.0,4.5
2001,Sovereign (The Book of Mortals),Ted Dekker,FaithWords,2014-3-25,Hardcover,384.0,4.5
2002,The Last One: A Novel,Alexandra Oliva,Ballantine Books,2017-8-15,Kindle,304.0,4.1
2003,The Last Ship: A Novel,William Brinkley,Plume,2014-5-28,Kindle,624.0,3.4
2004,Japanese Tales of Mystery and Imagination,Edogawa Rampo,Tuttle Publishing,2012-5-10,Kindle,224.0,4.1
2005,The Skeleton Paints a Picture: A Family Skeleton Mystery (#4),Leigh Perry,Diversion Books,2017-10-10,Kindle,260.0,4.7
2006,Terminal Freeze,Lincoln Child,Anchor,2012-3-6,Paperback,352.0,4.0
2007,Wicked Wishes (An Ivy Morgan Mystery) (Volume 10),Lily Harper Hart,CreateSpace Independent Publishing Platform,2017-12-6,Kindle,184.0,4.6
2008,The Trophy Wife (Urban Books),,Urban Books,2014-3-4,Hardcover,288.0,4.5
2009,The Funeral Parlor Quilt (Colebridge Community),Ann Hazelwood,Amer Quilters Society,2013-8-6,Paperback,263.0,4.2
2010,The Loch,Steve Alten,Tor Books,2009-4-28,Hardcover,560.0,4.2
2011,Phantom Pains (The Arcadia Project),Mishell Baker,Saga Press,2017-3-21,Hardcover,416.0,4.6
2012,The Red: First Light (The Red Trilogy),Linda Nagata,Saga Press,2015-6-30,Hardcover,432.0,4.3
2013,House of Reckoning: A Novel,John Saul,Ballantine Books,2010-11-23,Kindle,368.0,4.4
2014,Expatriates: A Novel of the Coming Global Collapse,James Wesley Rawles,Plume,2014-9-30,Paperback,299.0,4.0
2015,Immortal Unchained: An Argeneau Novel,Lynsay Sands,Avon,2017-3-28,Paperback,400.0,4.4
2016,"The Name of the Wind (Kingkiller Chronicles, Day 1)",Patrick Rothfuss,Gollancz,2008-6-12,Kindle,661.0,4.6
2017,Familiar Motives (A Witch's Cat Mystery),Delia James,Berkley,2017-10-3,Paperback,336.0,4.7
2018,Dead Things (Eric Carter),Stephen Blackmoore,DAW,2013-2-5,Kindle,304.0,4.3
2019,Peony in Love: A Novel,Lisa See,Random House Trade Paperbacks,2008-2-19,Hardcover,297.0,3.8
2020,Assassin's Creed: the Secret Crusade,Oliver Bowden,Ace,2011-6-28,Hardcover,464.0,4.4
2021,Volatile Bonds (Prospero's War) (Volume 4),Jaye Wells,Jaye Wells,2017-8-19,Kindle,350.0,4.6
2022,Before Mars (A Planetfall Novel),Emma Newman,Ace,2018-4-17,Kindle,352.0,
2023,This House is Haunted,John Boyne,Other Press,2013-10-8,Hardcover,304.0,4.1
2024,Wolf Hunger (SWAT),Paige Tyler,Sourcebooks Casablanca,2017-12-5,Hardcover,320.0,4.7
2025,Night over Water,Ken Follett,Penguin Books,2004-4-6,Paperback,448.0,4.2
2026,The Hunt for Atlantis: A Novel (Nina Wilde and Eddie Chase),Andy McDermott,Bantam,2009-9-29,Paperback,544.0,4.0
2027,"Humans, Bow Down",James Patterson,Vision,2018-1-30,Paperback,384.0,2.8
2028,The Blood Gospel: The Order of the Sanguines Series,James Rollins,Harper,2013-8-27,Hardcover,736.0,4.1
2029,Fire in the Ashes,William W. Johnstone,Pinnacle,1996-10-1,Kindle,384.0,4.5
2030,Troy: Fall of Kings (The Troy Trilogy),David Gemmell,Ballantine Books,2009-3-24,Hardcover,468.0,4.5
2031,"Tails, You Lose (A Witch City Mystery)",Carol J. Perry,Kensington,2015-3-31,Paperback,352.0,4.3
2032,The Night Parade,Ronald Malfi,Pinnacle,2017-12-26,Kindle,384.0,4.4
2033,Murder Go Round (A Witch City Mystery),Carol J. Perry,Kensington,2017-1-31,Kindle,384.0,4.5
2034,Whoreson,Donald Goines,Holloway House,2007-7-1,Paperback,320.0,4.5
2035,Predator One: A Joe Ledger Novel,Jonathan Maberry,St. Martin's Griffin,2015-4-7,Hardcover,480.0,4.5
2036,"Hostage to Pleasure (Psy-Changelings, Book 5)",Nalini Singh,Berkley,2008-9-2,Paperback,352.0,4.5
2037,Dream Eyes (Dark Legacy),Jayne Ann Krentz,Berkley,2014-1-7,Paperback,416.0,4.5
2038,Code To Zero,Ken Follett,Penguin Books,2001-11-1,Paperback,480.0,4.1
2039,Lazarus Volume 5,Greg Rucka,Image Comics,2017-6-6,Kindle,128.0,4.7
2040,Las cosas que perdimos en el fuego: Things We Lost in the Fire - Spanish-language Edition (Spanish Edition),Mariana Enriquez,Vintage Espanol,2017-2-21,Hardcover,208.0,4.3
2041,The Divine Invasion (Valis Trilogy),Philip K. Dick,Mariner Books,2011-10-18,Hardcover,272.0,4.4
2042,Pouncing on Murder (A Bookmobile Cat Mystery),Laurie Cass,Berkley,2015-12-1,Paperback,352.0,4.6
2043,Resident Evil: The Umbrella Conspiracy,S.D. Perry,Titan Books,2012-9-18,Hardcover,288.0,4.5
2044,At Play in the Fields of the Lord,Peter Matthiessen,Vintage,1991-12-3,Paperback,373.0,4.3
2045,Zero Limit,Jeremy K. Brown,47North,2018-3-6,Paperback,302.0,3.9
2046,The Door to December,Dean Koontz,Berkley,2002-6-1,Paperback,528.0,4.3
2047,The Unit,Ninni Holmqvist,Other Press,2017-7-18,Kindle,288.0,4.1
2048,A House at the Bottom of a Lake,Josh Malerman,This Is Horror,2016-10-31,Paperback,118.0,3.6
2049,The Courtship of Princess Leia (Star Wars),Dave Wolverton,Del Rey,1995-4-1,Paperback,384.0,4.0
2050,Buried (A Bone Secrets Novel (book 3)),Kendra Elliot,Montlake Romance,2013-3-26,Paperback,362.0,4.5
2051,Southern Spirits (Southern Ghost Hunter) (Volume 1),Angie Fox,Angie Fox,2015-1-13,Kindle,256.0,4.6
2052,Journey by Moonlight (NYRB Classics),Antal Szerb,NYRB Classics,2014-10-7,Kindle,320.0,4.3
2053,"Paths Not Taken (Nightside, Book 5)",Simon R. Green,Ace,2005-8-30,Kindle,272.0,4.3
2054,Spell Bound (Otherworld),Kelley Armstrong,Dutton,2012-6-26,Hardcover,400.0,4.3
2055,The Siren (The Soul Summoner) (Volume 2),Elicia Hyder,Forge Creek Press,2016-3-11,Paperback,312.0,4.7
2056,Subhuman (A Unit 51 Novel),Michael McBride,Pinnacle,2017-10-31,Paperback,400.0,4.3
2057,A Hard Day's Knight (A Nightside Book),Simon R. Green,Ace,2011-12-27,Hardcover,304.0,4.4
2058,Sanctus (The Sanctus Trilogy),Simon Toyne,Harper,2012-5-29,Hardcover,608.0,4.2
2059,A Cast-Off Coven: A Witchcraft Mystery,Juliet Blackwell,Berkley,2010-6-1,Paperback,336.0,4.7
2060,Experimental Film,Gemma Files,ChiZine Publications,2015-12-3,Kindle,312.0,4.3
2061,Lost Dog (A Gideon and Sirius Novel),Alan Russell,Thomas & Mercer,2016-6-14,Hardcover,320.0,4.6
2062,A Long Fatal Love Chase,Louisa May Alcott,Dell,1996-12-2,Kindle,368.0,4.2
2063,A Collapse of Horses,Brian Evenson,Coffee House Press,2016-2-9,Kindle,240.0,4.3
2064,Resident Evil: Underworld,S.D. Perry,Titan Books,2012-10-23,Kindle,288.0,4.4
2065,Ghost Moon (The Bone Island Trilogy),Heather Graham,MIRA,2010-8-31,Hardcover,384.0,4.6
2066,The Trials (The Red Trilogy),Linda Nagata,Saga Press,2015-8-18,Paperback,480.0,4.5
2067,Children of Vale,D A Anderson,Anderson Publishing,2018-3-4,Hardcover,396.0,
2068,Necronomicon Spellbook,Simon,Avon,,Paperback,123.0,4.1
2069,Nova,Samuel R. Delany,Vintage,2002-6-11,Paperback,272.0,3.9
2070,Hammerhead Ranch Motel (Serge Storms),Tim Dorsey,HarperTorch,2001-5-29,Paperback,384.0,4.0
2071,Agenda 21: Into the Shadows,Glenn Beck,Threshold Editions,2015-9-29,Paperback,416.0,4.5
2072,"Primal Bonds (Shifters Unbound, Book 2)",Jennifer Ashley,Berkley,2011-3-1,Hardcover,320.0,4.5
2073,Who Needs Enemies,Keri Arthur,Keri Arthur,2014-8-28,Paperback,388.0,4.3
2074,The Night of the Hunter: Vintage Movie Classics (A Vintage Movie Classic),Davis Grubb,Vintage,2015-7-7,Paperback,272.0,4.3
2075,Love Bites (Argeneau Vampire),Lynsay Sands,Avon,2010-6-29,Paperback,384.0,4.5
2076,The Cat Who Went Bananas,Lilian Jackson Braun,Berkley,,Paperback,304.0,3.7
2077,Night Chills,Dean Koontz,Berkley,1986-9-15,Kindle,384.0,4.0
2078,The Accidental Time Machine,Joe Haldeman,Ace,2008-7-29,Hardcover,288.0,3.9
2079,X-Ops Exposed,Paige Tyler,Sourcebooks Casablanca,2018-4-3,Kindle,384.0,
2080,"Witchling (Sisters of the Moon, Book 1)",Yasmine Galenorn,Berkley,2006-10-3,Paperback,304.0,3.8
2081,The Boys of Summer: A Novel,Richard Cox,Night Shade Books,2016-9-6,Kindle,436.0,3.4
2082,Mr. Shivers,Robert Jackson Bennett,Orbit,2010-9-1,Hardcover,352.0,3.7
2083,"Tall, Dark & Hungry (Argeneau Vampire)",Lynsay Sands,Avon,2010-6-29,Paperback,384.0,4.5
2084,Lazarus X+66,Greg Rucka,Image Comics,2018-4-17,Hardcover,176.0,
2085,The Victoria Vanishes: A Peculiar Crimes Unit Mystery,Christopher Fowler,Bantam,2009-10-27,Paperback,323.0,4.3
2086,The Big Over Easy: A Nursery Crime,Jasper Fforde,Penguin Books,2006-7-25,Paperback,383.0,4.4
2087,Ghost Country,Patrick Lee,Harper,2010-12-28,Kindle,384.0,4.4
2088,Wisteria Witches (Wisteria Witches Mysteries) (Volume 1),Angela Pepper,CreateSpace Independent Publishing Platform,2017-5-5,Paperback,312.0,4.3
2089,Ancestor: A Novel,Scott Sigler,Broadway Books,2011-6-7,Kindle,432.0,4.3
2090,Blood Gamble (Disrupted Magic),Melissa F. Olson,47North,2017-7-25,Kindle,300.0,4.7
2091,The Tell-Tale Heart (Bantam Classics),Edgar Allan Poe,Bantam Classics,1983-2-1,Paperback,448.0,4.4
2092,The Art of the Story: An International Anthology of Contemporary Short Stories,Daniel Halpern,Penguin Books,2000-11-1,Paperback,688.0,4.0
2093,The Edge of Nowhere,Elizabeth George,Speak,2014-1-7,Hardcover,464.0,3.7
2094,Dark Rites: A Paranormal Romance Novel (Krewe of Hunters),Heather Graham,MIRA,2017-7-25,Paperback,384.0,4.5
2095,Gone With the Witch (Wishcraft Mystery),Heather Blake,Berkley,2016-5-3,Hardcover,336.0,4.8
2096,Whispers,Dean Koontz,Berkley,2001-0-0,Hardcover,528.0,4.2
2097,Kildar (Paladin of Shadows Book 2),John Ringo,Baen,2007-5-22,Kindle,496.0,4.4
2098,Rewinder (Rewinder Series),Brett Battles,47North,2015-7-21,Hardcover,260.0,4.2
2099,Anno Dracula,Kim Newman,Titan Books,2011-5-24,Kindle,560.0,4.0
2100,Blood of a Phoenix (The Nix Series) (Volume 2),Shannon Mayer,CreateSpace Independent Publishing Platform,2017-9-2,Paperback,350.0,4.8
2101,The Cornish Trilogy: The Rebel Angels; What's Bred in the Bone; The Lyre of Orpheus,Robertson Davies,Penguin Books,1992-2-1,Hardcover,1152.0,4.6
2102,Abducting Abby: Dragon Lords of Valdier,S. E. Smith,Montana Publishing,2015-11-20,Paperback,211.0,4.1
2103,Spirit of the Wolves: A Novel (The Wolf Chronicles),Dorothy Hearst,Simon & Schuster,2015-12-29,Hardcover,368.0,3.9
2104,Knights of Dark Renown,David Gemmell,Del Rey,1993-4-24,Hardcover,320.0,4.2
2105,Marvel's Captain America: Sub Rosa,David McDonald,Joe Books Inc.,2016-7-12,Kindle,240.0,3.5
2106,Clementine (Clockwork Century),Cherie Priest,Subterranean Press,2011-12-15,Kindle,204.0,4.1
2107,The Ruling Sea (Chathrand Voyage),Robert V. S. Redick,Del Rey,2010-12-28,Hardcover,672.0,3.9
2108,Indiana Jones and the Interior World (A Bantam Falcon Book),Rob Macgregor,Bantam,1992-11-1,Kindle,272.0,3.0
2109,Todas las hadas del reino (Spanish Edition),Laura Gallego,Vintage Espanol,2015-5-12,Kindle,480.0,3.7
2110,The Armageddon Rag: A Novel,George R. R. Martin,Bantam,2007-1-30,Kindle,384.0,3.6
2111,Prentice Alvin and Alvin Journeyman (Alvin Maker),Orson Scott Card,Tor Fantasy,2017-4-4,Paperback,832.0,
2112,Blood of the Gods,Thomas Storm,"Page Publishing, Inc.",2018-2-20,Paperback,478.0,5.0
2113,The Coming of Wisdom (The Seventh Sword),Dave Duncan,Open Road Media Sci-Fi & Fantasy,2014-5-27,Paperback,354.0,4.2
2114,Cold Fire (The Spiritwalker Trilogy),Kate Elliott,Orbit,2012-8-28,Hardcover,672.0,4.3
2115,Dragon Avenger: Book Two of the Age of Fire,E.E. Knight,Ace,2011-5-3,Hardcover,400.0,4.5
2116,"Duke Elric (Chronicles of the Last Emperor of Melniboné, Vol. 4)",Michael Moorcock,Del Rey,2009-3-24,Kindle,368.0,3.7
2117,Shadow and Flame (The Ascendant Kingdoms Saga),Gail Z. Martin,Orbit,2016-3-22,Paperback,672.0,4.6
2118,The Twelve Kingdoms: The Mark of the Tala,Jeffe Kennedy,Kensington,2014-5-27,Kindle,352.0,4.2
2119,U-Turn at Next Synapse,Cory Wyszynski,Quill,2017-12-12,Paperback,372.0,5.0
2120,The Adventures of TK and the Stooleys: Book One,Jill E Allen,"Christian Faith Publishing, Inc.",2017-11-16,Hardcover,,5.0
2121,Psychic Surveys Book Three: 44 Gilmore Street: A Gripping Supernatural Thriller,Shani Struthers,Authors Reach 1,2018-3-5,Hardcover,360.0,4.4
2122,The Fifth Ward: Friendly Fire,Dale Lucas,Orbit,2018-8-7,Paperback,432.0,
2123,Rage of the Dragon: A Dragonships of Vindras Novel,Margaret Weis,Tor Fantasy,2013-3-26,Kindle,464.0,4.6
2124,Corum - The King of Swords: The Eternal Champion,Michael Moorcock,Titan Books,2015-7-7,Kindle,240.0,5.0
2125,Mother of Winter (Darwath),Barbara Hambly,Del Rey,1997-6-29,Paperback,380.0,4.6
2126,Fury of Gork (The Realmgate Wars),Josh Reynolds,Games Workshop,2017-4-4,Kindle,224.0,5.0
2127,Five Ghosts Volume 2: Lost Coastlines,Frank J Barbiere,Image Comics,2014-7-15,Kindle,184.0,4.3
2128,The Chaos Balance (Saga of Recluce),L. E. Modesitt Jr.,Tor Fantasy,1998-6-15,Paperback,608.0,4.4
2129,Majipoor Chronicles: Book Two of the Majipoor Cycle,Robert K. Silverberg,Ace,2012-9-4,Kindle,320.0,4.3
2130,The Last Sacrifice (Tides of War),James A. Moore,Angry Robot,2017-1-3,Hardcover,320.0,4.1
2131,Corum - The Bull and the Spear: The Eternal Champion,Michael Moorcock,Titan Books,2015-8-4,Kindle,240.0,5.0
2132,RuneScape: Return to Canifis,T. S. Church,Titan Books,2011-3-22,Kindle,560.0,4.6
2133,Five Kids and One Gun: A Game to the Death and Hockey Like You Have Never Seen Before,Bryan Stevenson,AuthorHouse,2012-7-25,Kindle,296.0,5.0
2134,StarCraft: The Dark Templar Saga Book Two: Shadow Hunters (Blizzard Legends),Christie Golden,Blizzard Entertainment,2018-3-15,Hardcover,310.0,
2135,The Last Four Things,Paul Hoffman,Berkley,2012-6-5,Paperback,400.0,3.7
2136,The Witches of Eileanan,Kate Forsyth,Ace,1998-7-1,Kindle,416.0,4.5
2137,A Fistful of Elven Gold,Alex Stewart,Baen,2018-4-3,Hardcover,320.0,
2138,Tales of Levinia,James Kientopp,"Page Publishing, Inc.",2017-12-5,Hardcover,,5.0
2139,Capturing Cara: Dragon Lords of Valdier,S. E. Smith,Montana Publishing,2015-11-20,Hardcover,307.0,4.4
2140,"Annihilation: War of the Spider Queen, Book V (R.A Salvatore Presents the War of the Spider Queen)",Philip Athans,Wizards of the Coast,2005-8-1,Kindle,384.0,3.8
2141,"Bewitched & Betrayed (Raine Benares, Book 4)",Lisa Shearin,Ace,2010-4-27,Hardcover,384.0,4.2
2142,Among Thieves: A Tale of the Kin,Douglas Hulick,Ace,2011-4-5,Paperback,432.0,4.3
2143,RuneScape: Legacy of Blood,T.S Church,Titan Books,2012-6-26,Hardcover,512.0,4.5
2144,Robotech: The Masters Saga: The Southern Cross (Vol 7-9),Jack McKinney,Del Rey,2007-2-27,Hardcover,512.0,4.7
2145,Brunner the Bounty Hunter (Warhammer Omnibus),C. L. Werner,Games Workshop,2010-4-27,Hardcover,768.0,4.5
2146,Reign of Ash (The Ascendant Kingdoms Saga),Gail Z. Martin,Orbit,2014-4-1,Kindle,656.0,4.5
2147,Working God's Mischief: Book Four of The Instrumentalities of the Night,Glen Cook,Tor Fantasy,2014-12-30,Hardcover,608.0,4.5
2148,"Con & Conjure (Raine Benares, Book 5)",Lisa Shearin,Ace,2011-3-29,Hardcover,336.0,4.4
2149,Through the Wildwood: Condensed Small Print Version (Full Book) (Legend of Vanx Malic),M R Mathias,Mathias Publishing,2016-10-19,Kindle,,4.2
2150,God of War,Robert E. Vardeman,Del Rey,2010-5-25,Kindle,293.0,4.0
2151,Black Wolves (The Black Wolves Trilogy),Kate Elliott,Orbit,2015-11-3,Paperback,832.0,4.1
2152,"A Man Rides Through (Mordant's Need, Book 2)",Stephen R. Donaldson,Del Rey,2003-6-3,Hardcover,661.0,4.7
2153,The Wizard of Oz,L. Frank Baum,Del Rey,1986-5-12,Hardcover,240.0,4.5
2154,"Devlin's Luck (Sword of Change, Book 1)",Patricia Bray,Spectra,,Paperback,416.0,4.0
2155,The World Awakening (Gateways to Alissia),Dan Koboldt,Harper Voyager Impulse,2018-4-3,Hardcover,448.0,
2156,Rivers of Hell (Shadows of the Immortals) (Volume 3),Marina Finlayson,Finesse Solutions,2017-4-20,Paperback,306.0,4.3
2157,Sethra Lavode (The Viscount of Adrilankha),Steven Brust,Orb Books,2014-1-28,Kindle,352.0,4.3
2158,Viking:  Sworn Brother,Tim Severin,Pan Macmillan,2005-11-1,Kindle,400.0,3.9
2159,Madhouse,Rob Thurman,Ace,2008-2-26,Paperback,352.0,4.6
2160,Psychic Surveys Book Two: Rise to Me: A Gripping Supernatural Thriller,Shani Struthers,Authors Reach 1,2018-3-5,Paperback,372.0,4.6
2161,Nevermore (Cal Leandros),Rob Thurman,Ace,2015-12-1,Hardcover,352.0,3.7
2162,The Golden Valia (Warriors of Helsvern) (Volume 1),Karen H Lucia,CreateSpace Independent Publishing Platform,2018-1-9,Hardcover,426.0,5.0
2163,Kitty Goes to War (Kitty Norville),Carrie Vaughn,Tor Books,2010-6-29,Kindle,352.0,4.4
